league_id,team_id,team_name,player_name,nfl_team,position
honey_badgers,1,"Olivators","Jaxon Smith-Njigba",SEA,WR
honey_badgers,1,"Olivators","Ashton Jeanty",LV,RB
honey_badgers,1,"Olivators","Lamar Jackson",BAL,QB
honey_badgers,1,"Olivators","Harold Fannin Jr.",CLE,TE
honey_badgers,1,"Olivators","Jameson Williams",DET,WR
honey_badgers,1,"Olivators","Kyren Williams",LAR,RB
honey_badgers,1,"Olivators","Nico Collins",HOU,WR
honey_badgers,1,"Olivators","Kenny Gainwell",TB,RB
honey_badgers,1,"Olivators","Jacory Croskey-Merritt",WAS,RB
honey_badgers,1,"Olivators","Cedric Gray",TEN,LB
honey_badgers,1,"Olivators","Foyesade Oluokun",JAX,LB
honey_badgers,1,"Olivators","Jakobi Meyers",JAX,WR
honey_badgers,1,"Olivators","Edgerrin Cooper",GB,LB
honey_badgers,1,"Olivators","Dylan Sampson",CLE,RB
honey_badgers,1,"Olivators","Jared Goff",DET,QB
honey_badgers,1,"Olivators","T.J. Edwards",CHI,LB
honey_badgers,1,"Olivators","Cam Little",JAX,K
honey_badgers,2,"CopperTheBigRedDog","Justin Jefferson",MIN,WR
honey_badgers,2,"CopperTheBigRedDog","Kenneth Walker III",KC,RB
honey_badgers,2,"CopperTheBigRedDog","Tucker Kraft",GB,TE
honey_badgers,2,"CopperTheBigRedDog","Jalen Hurts",PHI,QB
honey_badgers,2,"CopperTheBigRedDog","Christian Watson",GB,WR
honey_badgers,2,"CopperTheBigRedDog","Puka Nacua",LAR,WR
honey_badgers,2,"CopperTheBigRedDog","Javonte Williams",DAL,RB
honey_badgers,2,"CopperTheBigRedDog","Tony Pollard",TEN,RB
honey_badgers,2,"CopperTheBigRedDog","Blake Cashman",MIN,LB
honey_badgers,2,"CopperTheBigRedDog","Fred Warner",SF,LB
honey_badgers,2,"CopperTheBigRedDog","Jamien Sherwood",NYJ,LB
honey_badgers,2,"CopperTheBigRedDog","Brandon Aubrey",DAL,K
honey_badgers,2,"CopperTheBigRedDog","Josh Jacobs",GB,RB
honey_badgers,2,"CopperTheBigRedDog","Jaxson Dart",NYG,QB
honey_badgers,2,"CopperTheBigRedDog","Jordyn Tyson",NO,WR
honey_badgers,2,"CopperTheBigRedDog","Najee Harris",NYG,RB
honey_badgers,2,"CopperTheBigRedDog","Jake Ferguson",DAL,TE
honey_badgers,3,"Dolphin Boobiez","Jahmyr Gibbs",DET,RB
honey_badgers,3,"Dolphin Boobiez","Tee Higgins",CIN,WR
honey_badgers,3,"Dolphin Boobiez","Josh Allen",BUF,QB
honey_badgers,3,"Dolphin Boobiez","Bhayshul Tuten",JAX,RB
honey_badgers,3,"Dolphin Boobiez","Luther Burden III",CHI,WR
honey_badgers,3,"Dolphin Boobiez","Jonathon Brooks",CAR,RB
honey_badgers,3,"Dolphin Boobiez","Chris Godwin Jr.",TB,WR
honey_badgers,3,"Dolphin Boobiez","Josh Downs",IND,WR
honey_badgers,3,"Dolphin Boobiez","Jack Campbell",DET,LB
honey_badgers,3,"Dolphin Boobiez","Michael Wilson",ARI,WR
honey_badgers,3,"Dolphin Boobiez","George Kittle",SF,TE
honey_badgers,3,"Dolphin Boobiez","Woody Marks",HOU,RB
honey_badgers,3,"Dolphin Boobiez","Devin Lloyd",CAR,LB
honey_badgers,3,"Dolphin Boobiez","Cooper DeJean",PHI,DB,CB
honey_badgers,3,"Dolphin Boobiez","Malik Willis",MIA,QB
honey_badgers,3,"Dolphin Boobiez","Jason Myers",SEA,K
honey_badgers,3,"Dolphin Boobiez","Kyle Pitts Sr.",ATL,TE
honey_badgers,4,"Fat Lazy Americans","Ja'Marr Chase",CIN,WR
honey_badgers,4,"Fat Lazy Americans","Breece Hall",NYJ,RB
honey_badgers,4,"Fat Lazy Americans","Jeremiyah Love",ARI,RB
honey_badgers,4,"Fat Lazy Americans","Bucky Irving",TB,RB
honey_badgers,4,"Fat Lazy Americans","Rome Odunze",CHI,WR
