Player,Position,Team,KeeperRound,AcquisitionType,DraftTeam,IsPriorKeeper
"Keenan Allen",WR,LAC,3,"Drafted (Round 3)","Jesus take the wheel",NO
"Ezekiel Elliott",RB,DAL,3,"Drafted (Round 3)","The Curious Case of Cookus",NO
"Elijah Mitchell",RB,SF,3,"Drafted (Round 3)","Kryponite",NO
"Josh Allen",QB,BUF,3,"Drafted (Round 3)","Unicorn Love",NO
"Travis Etienne Jr.",RB,JAX,3,"Drafted (Round 3)","Fat Lazy Americans",NO
"Allen Robinson",WR,LAR,3,"Drafted (Round 3)","McGibblets",NO
"AJ Dillon",RB,GB,3,"Drafted (Round 3)","The Trophy Wives",NO
"Justin Herbert",QB,LAC,3,"Drafted (Round 3)","My Balls Are Afoot",NO
"Cam Akers",RB,LAR,3,"Drafted (Round 3)","Zach Wilson / Comfy In Chair",NO
"Lamar Jackson",QB,BAL,3,"Drafted (Round 3)","BeaverFever / JRZ",NO
"Patrick Mahomes",QB,KC,3,"Drafted (Round 3)","Olivators",NO
"Terry McLaurin",WR,WAS,3,"Drafted (Round 3)","Dolphin Boobiez",NO
"Jalen Hurts",QB,PHI,4,"Drafted (Round 4)","Dolphin Boobiez",NO
"Tee Higgins",WR,CIN,4,"Drafted (Round 4)","Olivators",NO
"Breece Hall",RB,NYJ,4,"Drafted (Round 4)","BeaverFever / JRZ",NO
"Mark Andrews",TE,BAL,4,"Drafted (Round 4)","Zach Wilson / Comfy In Chair",NO
"Deebo Samuel Sr.",WR,SF,4,"Drafted (Round 4)","My Balls Are Afoot",NO
"Kyler Murray",QB,ARI,4,"Drafted (Round 4)","The Trophy Wives",NO
"George Kittle",TE,SF,4,"Drafted (Round 4)","McGibblets",NO
"Javonte Williams",RB,DEN,4,"Drafted (Round 4)","Fat Lazy Americans",NO
"Diontae Johnson",WR,PIT,4,"Drafted (Round 4)","Unicorn Love",NO
"Russell Wilson",QB,DEN,4,"Drafted (Round 4)","Kryponite",NO
"Jaylen Waddle",WR,MIA,4,"Drafted (Round 4)","The Curious Case of Cookus",NO
"JuJu Smith-Schuster",WR,KC,4,"Drafted (Round 4)","Jesus take the wheel",NO
"Devin Singletary",RB,BUF,5,"Drafted (Round 5)","Jesus take the wheel",NO
"Darren Waller",TE,LV,5,"Drafted (Round 5)","The Curious Case of Cookus",NO
"David Montgomery",RB,CHI,5,"Drafted (Round 5)","Kryponite",NO
"Chase Edmonds",RB,MIA,5,"Drafted (Round 5)","Unicorn Love",NO
"Joe Burrow",QB,CIN,5,"Drafted (Round 5)","Fat Lazy Americans",NO
"Jerry Jeudy",WR,DEN,5,"Drafted (Round 5)","McGibblets",NO
"Ja'Marr Chase",WR,CIN,5,"Drafted (Round 5)","The Trophy Wives",NO
"Josh Jacobs",RB,LV,5,"Drafted (Round 5)","My Balls Are Afoot",NO
"DK Metcalf",WR,SEA,5,"Drafted (Round 5)","Zach Wilson / Comfy In Chair",NO
"Antonio Gibson",RB,WAS,5,"Drafted (Round 5)","BeaverFever / JRZ",NO
"Dalton Schultz",TE,DAL,5,"Drafted (Round 5)","Olivators",NO
"Dameon Pierce",RB,HOU,5,"Drafted (Round 5)","Dolphin Boobiez",NO
"Courtland Sutton",WR,DEN,6,"Drafted (Round 6)","Dolphin Boobiez",NO
"Gabe Davis",WR,BUF,6,"Drafted (Round 6)","Olivators",NO
"Brandin Cooks",WR,HOU,6,"Drafted (Round 6)","BeaverFever / JRZ",NO
"Adam Thielen",WR,MIN,6,"Drafted (Round 6)","Zach Wilson / Comfy In Chair",NO
"T.J. Hockenson",TE,DET,6,"Drafted (Round 6)","My Balls Are Afoot",NO
"Amon-Ra St. Brown",WR,DET,6,"Drafted (Round 6)","The Trophy Wives",NO
"Clyde Edwards-Helaire",RB,KC,6,"Drafted (Round 6)","McGibblets",NO
"Dallas Goedert",TE,PHI,6,"Drafted (Round 6)","Fat Lazy Americans",NO
"Rashod Bateman",WR,BAL,6,"Drafted (Round 6)","Unicorn Love",NO
"Hunter Henry",TE,NE,6,"Drafted (Round 6)","Kryponite",NO
"Rashaad Penny",RB,SEA,6,"Drafted (Round 6)","The Curious Case of Cookus",NO
"Hunter Renfrow",WR,LV,6,"Drafted (Round 6)","Jesus take the wheel",NO
"Matthew Stafford",QB,LAR,7,"Drafted (Round 7)","Jesus take the wheel",NO
"Brandon Aiyuk",WR,SF,7,"Drafted (Round 7)","The Curious Case of Cookus",NO
"Chris Godwin Jr.",WR,TB,7,"Drafted (Round 7)","Kryponite",NO
"Dawson Knox",TE,BUF,7,"Drafted (Round 7)","Unicorn Love",NO
"Darnell Mooney",WR,CHI,7,"Drafted (Round 7)","Fat Lazy Americans",NO
"Rhamondre Stevenson",RB,NE,7,"Drafted (Round 7)","McGibblets",NO
"Tony Pollard",RB,DAL,7,"Drafted (Round 7)","The Trophy Wives",NO
"Mike Williams",WR,LAC,7,"Drafted (Round 7)","My Balls Are Afoot",NO
"Michael Thomas",WR,NO,7,"Drafted (Round 7)","Zach Wilson / Comfy In Chair",NO
"Amari Cooper",WR,CLE,7,"Drafted (Round 7)","BeaverFever / JRZ",NO
"Damien Harris",RB,NE,7,"Drafted (Round 7)","Olivators",NO
"James Conner",RB,ARI,7,"Drafted (Round 7)","Dolphin Boobiez",NO
"Miles Sanders",RB,PHI,8,"Drafted (Round 8)","Dolphin Boobiez",NO
"Drake London",WR,ATL,8,"Drafted (Round 8)","Olivators",NO
"Bobby Wagner",LB,LAR,8,"Drafted (Round 8)","BeaverFever / JRZ",NO
"DeVonta Smith",WR,PHI,8,"Drafted (Round 8)","Zach Wilson / Comfy In Chair",NO
"Christian Kirk",WR,JAX,8,"Drafted (Round 8)","My Balls Are Afoot",NO
"De'Vondre Campbell Sr.",LB,GB,8,"Drafted (Round 8)","The Trophy Wives",NO
"Tom Brady",QB,TB,8,"Drafted (Round 8)","McGibblets",NO
"Michael Pittman Jr.",WR,IND,8,"Drafted (Round 8)","Fat Lazy Americans",NO
"Justin Tucker",K,BAL,8,"Drafted (Round 8)","Unicorn Love",NO
"Evan McPherson",K,CIN,8,"Drafted (Round 8)","Kryponite",NO
"Trey Lance",QB,SF,8,"Drafted (Round 8)","The Curious Case of Cookus",NO
"Kenneth Gainwell",RB,PHI,8,"Drafted (Round 8)","Jesus take the wheel",NO
"Aaron Rodgers",QB,GB,9,"Drafted (Round 9)","Jesus take the wheel",NO
"Allen Lazard",WR,GB,9,"Drafted (Round 9)","The Curious Case of Cookus",NO
"Tremon Smith",DB,CB,HOU,9,"Drafted (Round 9)","Kryponite",NO
"Christian Wilkins",DL,DT,MIA,9,"Drafted (Round 9)","Unicorn Love",NO
"J.K. Dobbins",RB,BAL,9,"Drafted (Round 9)","Fat Lazy Americans",NO
"Robert Woods",WR,TEN,9,"Drafted (Round 9)","McGibblets",NO
"James Cook III",RB,BUF,9,"Drafted (Round 9)","The Trophy Wives",NO
"Melvin Gordon III",RB,DEN,9,"Drafted (Round 9)","My Balls Are Afoot",NO
"Darrell Henderson Jr.",RB,LAR,9,"Drafted (Round 9)","Zach Wilson / Comfy In Chair",NO
"Zach Ertz",TE,ARI,9,"Drafted (Round 9)","BeaverFever / JRZ",NO
"Roquan Smith",LB,CHI,9,"Drafted (Round 9)","Olivators",NO
"Devin White",LB,TB,9,"Drafted (Round 9)","Dolphin Boobiez",NO
"Cordarrelle Patterson",RB,ATL,10,"Drafted (Round 10)","Dolphin Boobiez",NO
"Saquon Barkley",RB,NYG,10,"Drafted (Round 10)","Olivators",NO
"Hollywood Brown",WR,ARI,10,"Drafted (Round 10)","BeaverFever / JRZ",NO
"DeAndre Hopkins",WR,ARI,10,"Drafted (Round 10)","Zach Wilson / Comfy In Chair",NO
"Fred Warner",LB,SF,10,"Drafted (Round 10)","My Balls Are Afoot",NO
"Elijah Moore",WR,NYJ,10,"Drafted (Round 10)","The Trophy Wives",NO
"Tyler Lockett",WR,SEA,10,"Drafted (Round 10)","McGibblets",NO
"Kenneth Walker III",RB,SEA,10,"Drafted (Round 10)","Fat Lazy Americans",NO
"C.J. Moore",DB,S,DET,10,"Drafted (Round 10)","Unicorn Love",NO
"Mitchell Trubisky",QB,PIT,10,"Drafted (Round 10)","Kryponite",NO
"Shaquille Leonard",LB,IND,10,"Drafted (Round 10)","The Curious Case of Cookus",NO
"Isaiah McKenzie",WR,BUF,10,"Drafted (Round 10)","Jesus take the wheel",NO
"Tae Crowder",LB,NYG,11,"Drafted (Round 11)","Jesus take the wheel",NO
"Micah Parsons",LB,DAL,11,"Drafted (Round 11)","The Curious Case of Cookus",NO
"Michael Carter",RB,NYJ,11,"Drafted (Round 11)","Kryponite",NO
"Bobby Price",DB,CB,DET,11,"Drafted (Round 11)","Unicorn Love",NO
"Jordyn Brooks",LB,SEA,11,"Drafted (Round 11)","Fat Lazy Americans",NO
"George Pickens",WR,PIT,11,"Drafted (Round 11)","McGibblets",NO
"Eric Kendricks",LB,MIN,11,"Drafted (Round 11)","The Trophy Wives",NO
"Foyesade Oluokun",LB,JAX,11,"Drafted (Round 11)","My Balls Are Afoot",NO
"Dak Prescott",QB,DAL,11,"Drafted (Round 11)","Zach Wilson / Comfy In Chair",NO
"Aaron Donald",DL,DT,LAR,11,"Drafted (Round 11)","BeaverFever / JRZ",NO
"Alexander Mattison",RB,MIN,11,"Drafted (Round 11)","Olivators",NO
"Kadarius Toney",WR,NYG,11,"Drafted (Round 11)","Dolphin Boobiez",NO
"Kyzir White",LB,PHI,12,"Drafted (Round 12)","Dolphin Boobiez",NO
"C.J. Mosley",LB,NYJ,12,"Drafted (Round 12)","Olivators",NO
"T.J. Watt",LB,PIT,12,"Drafted (Round 12)","BeaverFever / JRZ",NO
"Nyheim Miller-Hines",RB,IND,12,"Drafted (Round 12)","Zach Wilson / Comfy In Chair",NO
"Budda Baker",DB,S,ARI,12,"Drafted (Round 12)","My Balls Are Afoot",NO
"Treylon Burks",WR,TEN,12,"Drafted (Round 12)","The Trophy Wives",NO
"Tyler Higbee",TE,LAR,12,"Drafted (Round 12)","McGibblets",NO
"Chris Olave",WR,NO,12,"Drafted (Round 12)","Fat Lazy Americans",NO
"Cole Kmet",TE,CHI,12,"Drafted (Round 12)","Unicorn Love",NO
"Sean Chandler",DB,S,CAR,12,"Drafted (Round 12)","Kryponite",NO
"Kirk Cousins",QB,MIN,12,"Drafted (Round 12)","The Curious Case of Cookus",NO
"Myles Garrett",DL,DE,CLE,12,"Drafted (Round 12)","Jesus take the wheel",NO
"Nick Bolton",LB,KC,13,"Drafted (Round 13)","Jesus take the wheel",NO
"Logan Wilson",LB,CIN,13,"Drafted (Round 13)","The Curious Case of Cookus",NO
"Isaiah Rodgers",DB,CB,IND,13,"Drafted (Round 13)","Kryponite",NO
"Derek Carr",QB,LV,13,"Drafted (Round 13)","Unicorn Love",NO
"Cole Holcomb",LB,WAS,13,"Drafted (Round 13)","Fat Lazy Americans",NO
"Jeremy Chinn",DB,S,CAR,13,"Drafted (Round 13)","McGibblets",NO
"Kenny Gainwell",RB,PHI,13,"Drafted (Round 13)","The Trophy Wives",NO
"DeVante Parker",WR,NE,13,"Drafted (Round 13)","My Balls Are Afoot",NO
"Derwin James Jr.",DB,S,LAC,13,"Drafted (Round 13)","Zach Wilson / Comfy In Chair",NO
"Daniel Carlson",K,LV,13,"Drafted (Round 13)","BeaverFever / JRZ",NO
"Chase Claypool",WR,PIT,13,"Drafted (Round 13)","Olivators",NO
"DJ Chark",WR,DET,13,"Drafted (Round 13)","Dolphin Boobiez",NO
"Trevor Lawrence",QB,JAX,14,"Drafted (Round 14)","Dolphin Boobiez",NO
"Tyler Bass",K,BUF,14,"Drafted (Round 14)","Olivators",NO
"Pat Freiermuth",TE,PIT,14,"Drafted (Round 14)","BeaverFever / JRZ",NO
"Jeremiah Owusu-Koramoah",LB,CLE,14,"Drafted (Round 14)","Zach Wilson / Comfy In Chair",NO
"Jameis Winston",QB,NO,14,"Drafted (Round 14)","My Balls Are Afoot",NO
"Matt Gay",K,LAR,14,"Drafted (Round 14)","The Trophy Wives",NO
"Von Miller",LB,BUF,14,"Drafted (Round 14)","McGibblets",NO
"Lavonte David",LB,TB,14,"Drafted (Round 14)","Fat Lazy Americans",NO
"Russell Gage Jr.",WR,TB,14,"Drafted (Round 14)","Unicorn Love",NO
"David Njoku",TE,CLE,14,"Drafted (Round 14)","Kryponite",NO
"Raheem Mostert",RB,MIA,14,"Drafted (Round 14)","The Curious Case of Cookus",NO
"Matt Prater",K,ARI,14,"Drafted (Round 14)","Jesus take the wheel",NO
"Quay Walker",LB,GB,15,"Drafted (Round 15)","Jesus take the wheel",NO
"Jamaal Williams",RB,DET,15,"Drafted (Round 15)","The Curious Case of Cookus",NO
"Khalil Herbert",RB,CHI,15,"Drafted (Round 15)","Kryponite",NO
"Rachaad White",RB,TB,15,"Drafted (Round 15)","Unicorn Love",NO
"Julio Jones",WR,TB,15,"Drafted (Round 15)","Fat Lazy Americans",NO
"Vonn Bell",DB,S,CIN,15,"Drafted (Round 15)","McGibblets",NO
"Justin Fields",QB,CHI,15,"Drafted (Round 15)","The Trophy Wives",NO
"Robbie Gould",K,SF,15,"Drafted (Round 15)","My Balls Are Afoot",NO
"Johnathan Abram",DB,S,LV,15,"Drafted (Round 15)","Zach Wilson / Comfy In Chair",NO
"Tua Tagovailoa",QB,MIA,15,"Drafted (Round 15)","BeaverFever / JRZ",NO
"Skyy Moore",WR,KC,15,"Drafted (Round 15)","Olivators",NO
"Isaiah Simmons",LB,ARI,15,"Drafted (Round 15)","Dolphin Boobiez",NO
"Harrison Butker",K,KC,16,"Drafted (Round 16)","Dolphin Boobiez",NO
"Jamal Adams",DB,S,SEA,16,"Drafted (Round 16)","Olivators",NO
"James Robinson",RB,JAX,16,"Drafted (Round 16)","BeaverFever / JRZ",NO
"Matt Ryan",QB,IND,16,"Drafted (Round 16)","Zach Wilson / Comfy In Chair",NO
"Nico Collins",WR,HOU,16,"Drafted (Round 16)","My Balls Are Afoot",NO
"Bobby Okereke",LB,IND,16,"Drafted (Round 16)","The Trophy Wives",NO
"Nick Bosa",DL,DE,SF,16,"Drafted (Round 16)","The Curious Case of Cookus",NO
"Brian Robinson",RB,WAS,16,"Drafted (Round 16)","Fat Lazy Americans",NO
"Jakobi Meyers",WR,NE,16,"Drafted (Round 16)","Unicorn Love",NO
"Tyler Boyd",WR,CIN,16,"Drafted (Round 16)","Kryponite",NO
"Albert Okwuegbunam Jr.",TE,DEN,16,"Drafted (Round 16)","McGibblets",NO
"Mark Ingram II",RB,NO,16,"Drafted (Round 16)","Jesus take the wheel",NO
"Gerald Everett",TE,LAC,17,"Drafted (Round 17)","Jesus take the wheel",NO
"Brandon McManus",K,DEN,17,"Drafted (Round 17)","The Curious Case of Cookus",NO
"Greg Joseph",K,MIN,17,"Drafted (Round 17)","Kryponite",NO
"Nick Folk",K,NE,17,"Drafted (Round 17)","Unicorn Love",NO
"Isiah Pacheco",RB,KC,17,"Drafted (Round 17)","Fat Lazy Americans",NO
"Dustin Hopkins",K,LAC,17,"Drafted (Round 17)","McGibblets",NO
"Tyler Allgeier",RB,ATL,17,"Drafted (Round 17)","The Trophy Wives",NO
"Zack Moss",RB,BUF,17,"Drafted (Round 17)","My Balls Are Afoot",NO
"Ryan Succop",K,TB,17,"Drafted (Round 17)","Zach Wilson / Comfy In Chair",NO
"Jake Elliott",K,PHI,17,"Drafted (Round 17)","BeaverFever / JRZ",NO
"Jalen Tolbert",WR,DAL,17,"Drafted (Round 17)","Olivators",NO
"Sauce Gardner",DB,CB,NYJ,17,"Drafted (Round 17)","Dolphin Boobiez",NO
